zipCode,city,state,zone
92815,Anaheim,CA,C
92816,Anaheim,CA,C
92817,Anaheim,CA,C
92821,Brea,CA,C
92822,Brea,CA,C
92823,Brea,CA,C
92825,Anaheim,CA,C
92831,Fullerton,CA,C
92832,Fullerton,CA,C
92833,Fullerton,CA,C
92834,Fullerton,CA,C
92835,Fullerton,CA,C
92836,Fullerton,CA,C
92837,Fullerton,CA,C
92838,Fullerton,CA,C
92840,Garden Grove,CA,C
92841,Garden Grove,CA,C
92842,Garden Grove,CA,C
92843,Garden Grove,CA,C
92844,Garden Grove,CA,C
92845,Garden Grove,CA,C
92846,Garden Grove,CA,C
92850,Anaheim,CA,C
92856,Orange,CA,C
92857,Orange,CA,C
92859,Orange,CA,C
92860,Norco,CA,E
92861,Villa Park,CA,
92862,Orange,CA,C
92863,Orange,CA,C
92864,Orange,CA,C
92865,Orange,CA,C
92866,Orange,CA,C
92867,Orange,CA,C
92868,Orange,CA,C
92869,Orange,CA,C
92870,Placentia,CA,C
92871,Placentia,CA,C
92877,Corona,CA,D
92878,Corona,CA,D
92879,Corona,CA,D
92880,Corona,CA,D
92881,Corona,CA,D
92882,Corona,CA,D
92883,Corona,CA,D
92885,Yorba Linda,CA,C
92886,Yorba Linda,CA,C
92887,Yorba Linda,CA,C
92899,Anaheim,CA,C
93001,Ventura,CA,E
93002,Ventura,CA,E
93003,Ventura,CA,E
93004,Ventura,CA,E
93005,Ventura,CA,E
93006,Ventura,CA,E
93007,Ventura,CA,E
93009,Ventura,CA,E
93010,Camarillo,CA,E
93011,Camarillo,CA,E
93012,Camarillo,CA,E
93013,Carpinteria,CA,
93014,Carpinteria,CA,
93015,Fillmore,CA,
93016,Fillmore,CA,
93020,Moorpark,CA,E
93021,Moorpark,CA,E
93022,Oak View,CA,
93023,Ojai,CA,D
93024,Ojai,CA,
93030,Oxnard,CA,
93031,Oxnard,CA,
93032,Oxnard,CA,
93033,Oxnard,CA,
93034,Oxnard,CA,
93035,Oxnard,CA,
93036,Oxnard,CA,
93040,Piru,CA,
93041,Port Hueneme,CA,
93042,Point Mugu Nawc,CA,
93043,Port Hueneme Cbc Base,CA,
93044,Port Hueneme,CA,
93060,Santa Paula,CA,
93061,Santa Paula,CA,
93062,Simi Valley,CA,E
93063,Simi Valley,CA,E
93064,Brandeis,CA,
93065,Simi Valley,CA,E
93066,Somis,CA,
93067,Summerland,CA,
93094,Simi Valley,CA,E
93099,Simi Valley,CA,E
93101,Santa Barbara,CA,
93102,Santa Barbara,CA,
93103,Santa Barbara,CA,
93105,Santa Barbara,CA,
93106,Santa Barbara,CA,
93107,Santa Barbara,CA,
93108,Santa Barbara,CA,
93109,Santa Barbara,CA,
93110,Santa Barbara,CA,
93111,Santa Barbara,CA,
93116,Goleta,CA,
93117,Goleta,CA,
93118,Goleta,CA,
93120,Santa Barbara,CA,
93121,Santa Barbara,CA,
93130,Santa Barbara,CA,
93140,Santa Barbara,CA,
93150,Santa Barbara,CA,
93160,Santa Barbara,CA,
93190,Santa Barbara,CA,
93199,Goleta,CA,
93254,New Cuyama,CA,
93401,San Luis Obispo,CA,
93402,Los Osos,CA,
93403,San Luis Obispo,CA,
93405,San Luis Obispo,CA,
93406,San Luis Obispo,CA,
93407,San Luis Obispo,CA,
93408,San Luis Obispo,CA,
93409,San Luis Obispo,CA,
93412,Los Osos,CA,
93420,Arroyo Grande,CA,
93421,Arroyo Grande,CA,
93422,Atascadero,CA,
93423,Atascadero,CA,
93424,Avila Beach,CA,
93427,Buellton,CA,
93428,Cambria,CA,
93429,Casmalia,CA,
93430,Cayucos,CA,
93432,Creston,CA,
93433,Grover Beach,CA,
93434,Guadalupe,CA,
93435,Harmony,CA,
93436,Lompoc,CA,
93437,Lompoc,CA,
93438,Lompoc,CA,
93440,Los Alamos,CA,A
93441,Los Olivos,CA,
93442,Morro Bay,CA,
93443,Morro Bay,CA,
93444,Nipomo,CA,
93445,Oceano,CA,
93446,Paso Robles,CA,
93447,Paso Robles,CA,
93448,Pismo Beach,CA,
93449,Pismo Beach,CA,
93451,San Miguel,CA,
93452,San Simeon,CA,
93453,Santa Margarita,CA,
93454,Santa Maria,CA,
93455,Santa Maria,CA,
93456,Santa Maria,CA,
93457,Santa Maria,CA,
93458,Santa Maria,CA,
93460,Santa Ynez,CA,
93461,Shandon,CA,
93463,Solvang,CA,
93464,Solvang,CA,
93465,Templeton,CA,
93475,Oceano,CA,
93483,Grover Beach,CA,
93510,Acton,CA,
93532,Lake Hughes,CA,
93534,Lancaster,CA,
93535,Lancaster,CA,
93536,Lancaster,CA,
93539,Lancaster,CA,
93543,Littlerock,CA,
93544,Llano,CA,
93550,Palmdale,CA,
93551,Palmdale,CA,
93552,Palmdale,CA,
93553,Pearblossom,CA,
93562,Trona,CA,
93563,Valyermo,CA,
93584,Lancaster,CA,
93586,Lancaster,CA,
93590,Palmdale,CA,
93591,Palmdale,CA,
93592,Trona,CA,
93599,Palmdale,CA,
